conference_name,acronym,category,sub_category,start_date,end_date,city,country,format,overview,call_for_papers,cfp_deadline,fees_and_pricing,program_agenda,keynote_speakers,technical_committee,sponsors,venue,accommodation,organizer,website_or_source,record_status,data_quality_notes,source_url,official_url,official_url_status,domain_type,logo_url,logo_source_type,cfp_url,registration_url,program_url,committee_url,last_url_verified,date_precision,verification_status,v3_standard_version
Cell Press Symposia: Advanced Models of Human Biology and Disease,Cell Press Symposium,Health & Science,Organoids / NAMs,2027-04-28,2027-04-30,Bruges,Belgium,In-person,"Symposium on advanced human biology models, organoids and new approach methodologies.",Not yet announced as of 10 Sep 2026,,,Research talks and discussions.,,,,,Not yet announced as of 10 Sep 2026,Cell Press,,Discovery verified,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 10th International Conference on Electrical Engineering and Green Energy,CEEGE 2027,Energy & Engineering,Electrical / Green Energy,2027-05-07,2027-05-09,Suzhou,China,In-person,Academic conference on electrical engineering and green-energy technologies.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions and research presentations.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://www.ceege.org/,Discovery index,venue not verified,https://www.iconf.com/,https://www.ceege.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.ceege.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 12th International Conference on Control and Robotics Engineering,ICCRE 2027,Technology & Engineering,Control & Robotics Engineering,2027-05-07,2027-05-09,Hong Kong,China,In-person,International conference focused on control & robotics engineering.,Call for papers / abstract submissions published.,2026-12-20,,,,International Advisory: Shugen Ma; Tong Heng Lee. Conference Chairs: Makoto Iwasaki; Xingjian Jing. Program Chairs: Juntao Fei; Qing Shi; Weiwei Wan. Program Co-Chairs: Ryosuke Tasaki; Juha Plosila; Xiaoguang Gao.,"Co-sponsored by City University of Hong Kong, Hohai University and IEEE Robotics and Automation Society.","Hong Kong Productivity Council (HKPC), Hong Kong",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iccre.org/,DISCOVERY VERIFIED,,https://www.iconf.com/conference/ICCRE2027_9830,https://www.iccre.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.iccre.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
"2027 7th International Conference on Computer, Control and Robotics",ICCCR 2027,Technology & Engineering,"Computer, Control & Robotics",2027-05-14,2027-05-16,Chengdu,China,In-person,"International conference focused on computer, control & robotics.",Call for papers / abstract submissions published.,2027-01-01,,,,,Sponsored by Southwest Jiaotong University.,,Not yet announced as of 10 Sep 2026,Southwest Jiaotong University / ICCCR Organizing Committee,https://www.icccr.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference/ICCCR2027_9696,https://www.icccr.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icccr.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
37th Anniversary World Congress on Biosensors,Biosensors 2027,Science & Health,Biosensors,2027-05-18,2027-05-20,Kyoto,Japan,In-person,"World congress focused on biosensor science, devices and applications.",Not yet announced as of 10 Sep 2026,,,Scientific congress program.,,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors,Discovery verified,venue not verified,https://www.elsevier.com/events/conferences/all,https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors,RESOLVED_OFFICIAL,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=elsevier.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Biosensors 2027: 37th Anniversary World Congress on Biosensors,Biosensors 2027,Science & Health,Biosensors,2027-05-18,2027-05-20,Kyoto,Japan,In-person,"Premier global biosensors congress featuring plenary presentations, selected oral talks, poster sessions and two optional summer schools.",Call for papers / abstract submissions published.,2026-11-13,Authors / academic delegates US$685; industry delegates US$785; students US$455; summer schools US$170; multiple-paper fee US$50; conference dinner US$90.,Three-day event with daily plenary presentations followed by parallel refereed paper sessions; selected oral contributions may be extended keynote presentations; two optional summer schools immediately before the Congress.,Amy Shen — Okinawa Institute of Science and Technology Graduate University; Kazunori Ikebukuro — Tokyo University of Agriculture and Technology.,,Organised and sponsored by Elsevier / Biosensors & Bioelectronics.,,Not yet announced as of 10 Sep 2026,Elsevier / Biosensors & Bioelectronics,https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors,OFFICIAL VERIFIED,venue not verified,https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors,https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.elsevier.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Cell Press Symposia: Next-generation Cell Biology,Cell Press Symposium,Science,Cell Biology / Imaging / AI,2027-05-19,2027-05-21,Beijing,China,In-person,"Symposium on advanced imaging, AI and cellular engineering in next-generation cell biology.",Not yet announced as of 10 Sep 2026,,,Research talks and discussions.,,,In partnership with Tsinghua University and State Key Laboratory of Membrane Biology; other sponsors pending.,,Not yet announced as of 10 Sep 2026,Cell Press / partners,,Discovery verified,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 13th International Conference on Education and Training Technologies,ICETT 2027,Education,Education & Training Technologies,2027-05-21,2027-05-23,Seoul,South Korea,In-person,International conference focused on education & training technologies.,Call for papers / abstract submissions published.,2026-12-25,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.icett.org/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference?confDateEnd=&confDateStart=&confName=&contient=&country=&tags=Education,https://www.icett.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.icett.org&sz=256,official-domain favicon fallback,https://www.icett.org/cfp.html,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 9th International Conference on Advanced Mechanical and Electrical Engineering,AMEE 2027,Engineering,Mechanical & Electrical Engineering,2027-05-21,2027-05-23,Haikou,China,In-person,International conference focused on mechanical & electrical engineering.,Call for papers / abstract submissions published.,2026-12-10,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference?tags=Mechanical+Engineering,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 12th International Conference on Sustainable and Renewable Energy Engineering,ICSREE 2027,Energy & Sustainability,Renewable Energy,2027-05-25,2027-05-28,Madrid,Spain,In-person,International academic conference on sustainable and renewable energy engineering.,Not yet announced as of 10 Sep 2026,,,"Technical sessions, papers and research presentations.",,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://www.icsree.com/,Discovery index,venue not verified,https://www.iconf.com/,https://www.icsree.com/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.icsree.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 8th International Conference on Information Technology and Education Technology,ITET 2027,Education & Technology,Education Technology,2027-05-28,2027-05-30,Okayama,Japan,In-person,International conference focused on education technology.,Call for papers / abstract submissions published.,2026-12-15,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference?confDateEnd=&confDateStart=&confName=&contient=&country=&tags=Education,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 The 10th International Conference on Artificial Intelligence and Big Data,ICAIBD 2027,Technology,AI / Big Data,2027-05-28,2027-05-30,Chengdu,China,In-person,International academic conference on artificial intelligence and big data.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 13th International Conference on Computer Technology Applications,ICCTA 2027,Technology,Computer Technology Applications,2027-06-02,2027-06-04,Vienna,Austria,In-person,International conference focused on computer technology applications.,Call for papers / abstract submissions published.,2027-01-05,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iccta.net/,DISCOVERY VERIFIED,venue not verified,https://www.iconf.com/conference?confDateEnd=&confDateStart=&confName=&contient=&country=&tags=information+science,https://www.iccta.net/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.iccta.net&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 ASCO Annual Meeting,ASCO27,Health & Medicine,Oncology,2027-06-04,2027-06-08,Chicago,United States,In-person + digital access,"ASCO's global oncology annual meeting, featuring more than 200 sessions and thousands of research presentations.",Abstract submission opens 4 Nov 2026; regular abstract deadline 26 Jan 2027; late-breaking abstract deadline 8 Mar 2027.,2027-01-26,,"Plenary Session; Opening Session; ASCO Voices; 22 Oral Abstract Sessions; 25 Rapid Oral Abstract Sessions; Clinical Science Symposia; 12+ Case-Based Panels; Joint Sessions with AACR, ASPO and ESMO; 2,800+ posters including Trials in Progress. Full 2027 program scheduled for release mid-November 2026.",,,"2026 sponsorship donors currently shown on the 2027 ASCO pages: Platinum — Daiichi Sankyo, Genentech, Johnson & Johnson, Novartis; Gold — Bristol Myers Squibb; Silver — Gilead and Kite, Helsinn, Lilly; Track donors include Genentech/Roche, Johnson & Johnson, Merck & Co., AbbVie, AstraZeneca, BioNTech, Daiichi Sankyo, Lilly, Novartis. 2027 donor list not yet published.","McCormick Place, Chicago, Illinois, USA","SPARGO, Inc. is ASCO's official registration and housing provider. 2027 attendee hotel inventory/rates not yet published.",American Society of Clinical Oncology (ASCO),https://www.asco.org/annual-meeting/program/program-overview,OFFICIAL VERIFIED,,https://www.asco.org/annual-meeting/program/program-overview,https://www.asco.org/annual-meeting/program/program-overview,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.asco.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 14th International Conference on Management and Education Innovation,ICMEI 2027,Education & Management,Management & Education Innovation,2027-06-09,2027-06-11,London,United Kingdom,In-person,International conference focused on management & education innovation.,Call for papers / abstract submissions published.,2027-01-20,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference?confDateEnd=&confDateStart=&confName=&contient=&country=&tags=Education,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 5th International Conference on Precision Engineering and Mechanical Manufacturing,PEMM 2027,Engineering,Precision Engineering & Manufacturing,2027-06-10,2027-06-13,Hong Kong,China,In-person,International conference focused on precision engineering & manufacturing.,Call for papers / abstract submissions published.,2027-01-20,,,,,,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.iconf.com/conference?tags=Mechanical+Engineering,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
"2027 14th International Conference on Mechanics, Materials and Manufacturing",ICMMM 2027,Engineering,Mechanical / Materials / Manufacturing,2027-06-14,2027-06-16,Sydney,Australia,In-person,"International academic conference on mechanics, materials and manufacturing.",Not yet announced as of 10 Sep 2026,,,Technical papers and research presentations.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
International Conference on One Health 2027,One Health 2027,Health & Science,One Health,2027-06-15,2027-06-18,Shanghai,China,In-person,"International conference integrating human, animal and environmental health.",Not yet announced as of 10 Sep 2026,,,Scientific program across One Health themes.,,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,,Discovery verified,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
"2027 13th International Conference on e-Society, e-Learning and e-Technologies",ICESLT 2027,Education & Technology,e-Learning,2027-06-16,2027-06-18,Rome,Italy,In-person,"Academic conference on e-society, e-learning and e-technologies.",Not yet announced as of 10 Sep 2026,,,Paper sessions and research presentations.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://icslt.org/,Discovery index,venue not verified,https://www.iconf.com/,https://icslt.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icslt.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 8th International Conference on Computer Vision and Information Technology,CVIT 2027,Technology,Computer Vision / IT,2027-06-16,2027-06-18,Rome,Italy,In-person,International conference on computer vision and information technology.,Not yet announced as of 10 Sep 2026,,,Technical papers and presentations.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://www.cvit.org/,Discovery index,venue not verified,https://www.iconf.com/,https://www.cvit.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=cvit.org&sz=256,official-domain favicon fallback,https://www.cvit.org/cfp.html,https://www.cvit.org/reg.html,https://www.cvit.org/program.html,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 The 13th International Conference on Frontiers of Educational Technologies,ICFET 2027,Education,Educational Technology,2027-06-17,2027-06-19,Tokyo,Japan,In-person,International conference on frontiers of educational technologies.,Not yet announced as of 10 Sep 2026,,,Research papers and educational technology sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 7th International Conference on Software Engineering and Artificial Intelligence,SEAI 2027,Technology,Software Engineering / AI,2027-06-18,2027-06-20,Quanzhou,China,In-person,Academic conference combining software engineering and artificial intelligence.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
London Climate Action Week 2027,LCAW 2027,Sustainability,Climate Action,2027-06-19,2027-06-27,London,United Kingdom,Distributed city-wide events,Climate action week listed for June 2027.,Individual event participation varies.,,Many events free/invitation-based; specific pricing varies.,,Multiple speakers across partner events; pending.,Decentralized partner-led programs.,Multiple institutional/corporate partners.,Multiple London venues,Accommodation independently booked; event-specific guidance varies.,LCAW organizers / partners,https://londonclimateactionweek.org/,Discovery index,,https://impactconvene.com/conferences/,https://londonclimateactionweek.org/,RESOLVED_OFFICIAL,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=londonclimateactionweek.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_VERIFIED,CG-2026-09-11-v1
CVPR 2027,CVPR 2027,Technology,Computer Vision & AI,2027-06-20,2027-06-25,Seattle,United States,In-person,"IEEE/CVF Computer Vision and Pattern Recognition Conference; premier annual computer-vision event with main conference, co-located workshops and short courses.",Paper registration deadline 10 Nov 2026 AOE; submission deadline 16 Nov 2026 AOE; supplementary material deadline 23 Nov 2026 AOE; final decisions 25 Feb 2027.,2026-11-16,,,,,,"Seattle, Washington, USA; specific venue not yet announced on the official 2027 landing page.",Official lodging details not yet announced.,IEEE Computer Society / Computer Vision Foundation (CVF),https://cvpr.thecvf.com/,OFFICIAL VERIFIED,,https://cvpr.thecvf.com/,https://cvpr.thecvf.com/,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=cvpr.thecvf.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 15th Asia Conference on Mechanical and Materials Engineering,ACMME 2027,Engineering,Mechanical / Materials,2027-06-21,2027-06-25,Jeju Island,South Korea,In-person,Asia-focused conference on mechanical and materials engineering.,Not yet announced as of 10 Sep 2026,,,Technical research sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://www.acmme.org/,Discovery index,venue not verified,https://www.iconf.com/,https://www.acmme.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.acmme.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 11th International Conference on Intelligent Computing and Virtual & Augmented Reality Simulations,ICVAR 2027,Technology,VR / AR / Intelligent Computing,2027-06-23,2027-06-25,Wiesbaden,Germany,In-person,"Academic conference on intelligent computing, VR and AR simulations.",Not yet announced as of 10 Sep 2026,,,Technical paper sessions and demonstrations.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://www.icvars.org/,Discovery index,venue not verified,https://www.iconf.com/,https://www.icvars.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.icvars.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 5th Asia Conference on Advances in Image Processing,ACAIP 2027,Technology,Image Processing,2027-06-25,2027-06-27,Shanghai,China,In-person,Asia conference focused on advances in image processing.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://aaip.net/,Discovery index,venue not verified,https://www.iconf.com/,https://aaip.net/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=aaip.net&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 9th International Conference on Computer Communication and the Internet,ICCCI 2027,Technology,Communications / Internet,2027-06-25,2027-06-27,Tokyo,Japan,In-person,International conference on computer communication and internet technologies.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://iccci.org/,Discovery index,venue not verified,https://www.iconf.com/,https://iccci.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=iccci.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
"2027 The 10th International Conference on Circuits, Systems and Simulation",ICCSS 2027,Engineering,Circuits / Systems / Simulation,2027-06-25,2027-06-27,Da Nang,Vietnam,In-person,"International academic conference on circuits, systems and simulation.",Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Pangborn 2027: 17th Pangborn Sensory Science Symposium,Pangborn 2027,Food & Science,Sensory Science,2027-06-27,2027-07-01,Mérida,Mexico,In-person,"Major sensory science symposium covering food, consumer and sensory research.",Not yet announced as of 10 Sep 2026,,,"Scientific talks, posters and sensory-science program.",,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,,Discovery verified,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 11th International Conference on Education and Distance Learning,ICEDL 2027,Education,Distance Learning,2027-07-01,2027-07-03,Paris,France,In-person,International academic conference on education and distance learning.,Not yet announced as of 10 Sep 2026,,,Research presentations and education sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://icedl.org/,Discovery index,venue not verified,https://www.iconf.com/,https://icedl.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icedl.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 15th International Conference on Computer and Communications Management,ICCCM 2027,Technology,Computing / Communications,2027-07-09,2027-07-11,Tokyo,Japan,In-person,Academic conference on computer and communications management.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://www.icccm.org/,Discovery index,venue not verified,https://www.iconf.com/,https://www.icccm.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.icccm.org&sz=256,official-domain favicon fallback,https://www.icccm.org/sub.html,https://www.icccm.org/reg.html,https://www.icccm.org/prog.html,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
IFT FIRST 2027,IFT FIRST,Food & Agriculture,Food Science & Innovation,2027-07-11,2027-07-14,Chicago,United States,In-person,"IFT's leading food science and innovation event bringing researchers, suppliers and decision-makers together.",Not yet announced as of 10 Sep 2026,,,,,,,"McCormick Place, Chicago, Illinois, USA",Not yet announced as of 10 Sep 2026,Institute of Food Technologists (IFT),https://www.ift.org/ift-first-event/,OFFICIAL VERIFIED,,https://www.ift.org/ift-first-event/,https://www.ift.org/ift-first-event/,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.ift.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Transportation Research Symposium 2027,TRSS2027,Transport & Logistics,Transportation Research,2027-07-11,2027-07-14,Singapore,Singapore,In-person,International transportation research symposium.,Not yet announced as of 10 Sep 2026,,,Research presentations and transportation sessions.,,,,Singapore Expo,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,,Discovery verified,missing official URL,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Cell Press Symposia: Drugging the Undruggable,Drugging the Undruggable 2027,Health & Science,Drug Discovery,2027-07-12,2027-07-14,Oxford,United Kingdom,In-person,International conference focused on drug discovery.,Not yet announced as of 10 Sep 2026,,,,,,,,Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 10th International Conference on Machine Learning and Machine Intelligence,MLMI 2027,Technology,Machine Learning,2027-07-16,2027-07-19,Tokyo,Japan,In-person,Academic conference on machine learning and machine intelligence.,Not yet announced as of 10 Sep 2026,,,"Technical papers, presentations and related sessions.",,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://mlmi.net/,Discovery index,venue not verified,https://www.iconf.com/,https://mlmi.net/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=mlmi.net&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Black Hat USA 2027,Black Hat USA,Cybersecurity,Information Security,2027-07-31,2027-08-05,Las Vegas,United States,In-person,"Flagship Black Hat cybersecurity conference in Las Vegas, combining trainings, security research Briefings, Arsenal, Business Hall and community programming.",2027 Call for Briefings dates not yet announced on the official CFP page.,,,,,,,"Mandalay Bay Convention Center, Las Vegas, Nevada, USA",Black Hat is accepting requests for 2027 hotel information; hotel blocks/rates not yet published.,Black Hat,https://blackhat.com/upcoming.html,OFFICIAL VERIFIED,,https://blackhat.com/upcoming.html,https://blackhat.com/upcoming.html,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=blackhat.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
KDD 2027,ACM KDD 2027,Technology,Data Science & Knowledge Discovery,2027-08-01,2027-08-05,San Jose,United States,In-person,"ACM SIGKDD's premier Data Science and AI conference with Research, Applied Data Science, Datasets & Benchmarks and AI for Sciences tracks.",First-cycle Research Track: abstract deadline 19 Jul 2026; paper deadline 26 Jul 2026; rebuttal 29 Sep–13 Oct 2026; notification 14 Nov 2026.,2026-07-26,,,,Research Track Program Committee Co-Chairs: James Caverlee (Texas A&M University); Jingrui He (University of Illinois Urbana-Champaign); Xiangliang Zhang (University of Notre Dame). Datasets & Benchmarks Co-Chairs: Yan Liu (USC); Sayan Ranu (IIT Delhi); Evgeniy Gabrilovich (Microsoft).,,"San Jose McEnery Convention Center, San Jose, California, USA",Not yet announced as of 10 Sep 2026,ACM SIGKDD,https://kdd2027.kdd.org/,OFFICIAL VERIFIED,,https://kdd2027.kdd.org/,https://kdd2027.kdd.org/,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=kdd2027.kdd.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
