conference_name,start_date,end_date,city,country,venue,accommodation,organizer,overview,official_url,source_url,call_for_papers,cfp_deadline,cfp_url,fees_and_pricing,registration_url,program_agenda,keynote_speakers,technical_committee,sponsors,logo_url,banner_url
8th International Conference on Distributed Artificial Intelligence,2026-11-29,2026-12-02,Hong Kong,China,"City University of Hong Kong, Kowloon Tong, Hong Kong",Conference is hosted at City University of Hong Kong; travel/attendee logistics are provided through the official event site. Attendees arrange accommodation independently.,DAI Steering Committee / City University of Hong Kong,"International research conference on distributed and agentic AI, with tracks spanning agent infrastructure, learning, coordination, markets, embodied systems and AI for science.",https://www.adai.ai/,https://www.adai.ai/dai/2026/,Research and Industry Track full-paper deadline 3 Aug 2026; AI Paper Track deadline 10 Aug 2026; workshop/tutorial proposals due 30 Jul 2026. Sister-conference track accepts relevant already-published work on a rolling basis.,2026-08-03,https://www.adai.ai/dai/2026/dates.html,Not yet announced,https://www.adai.ai/dai/2026/dates.html,"29 Nov: workshops/tutorials. 30 Nov–1 Dec: main conference with paper sessions, invited talks, posters and panels; keynote, banquet and awards on 1 Dec. 2 Dec: discussion, town halls, community meetings and closing.",Keynote Speakers: Weinan E — Chinese Academy of Sciences; Michael I. Jordan — member of the U.S. National Academy of Sciences and National Academy of Engineering.,"General Co-Chairs: Minming Li, Francesca Rossi, Michael Wellman. PC Co-Chairs: Ian Gemp, Ying Wen. Industry Chair: Weiwen Liu. AI Paper Track Chair: Siheng Chen. Workshop/Tutorial Chair: Lei Bai. Sponsorship/Industry Chair: Bo An.","DAI 2026 has an official sponsorship programme for research labs, companies, foundations and community partners; named sponsor roster is still being populated.",https://www.adai.ai/dai/2026/assets/logo.jpg,https://www.adai.ai/dai/2026/assets/logo-compact.webp
The AI Summit New York 2026,2026-12-09,2026-12-10,New York,United States,"Javits Center, 655 W. 34th Street, New York, NY 10001","Official accommodation partner: HotelMap, offering discounted hotel rates to summit attendees. Airline discounts are also offered through Southwest, Delta and United.",The AI Summit / Informa Tech,"Commercial enterprise-AI summit focused on turning AI strategy into measurable business impact through executive case studies, technical deep dives, masterclasses, panels and an AI exhibition.",https://newyork.theaisummit.com/,https://newyork.theaisummit.com/,"No academic paper CFP. Speaker, partner and sponsorship opportunities are offered through the summit's official commercial programming and partnership process.",Not yet announced,https://newyork.theaisummit.com/sponsorship/,"VIP All Access: US$2,799 early-bird / US$3,499 standard. Delegate Pass: US$2,099 early-bird / US$2,899 standard. Special rates are available for qualifying academics, government employees, startups, students, charities and press.",https://newyork.theaisummit.com/passes-pricing/,"11 tracks with keynotes, technical deep dives, case studies, panels and masterclasses. Tracks include Beyond AI at Scale, Next Generation, Data Excellence, Finance, Applied AI, AI Cybersecurity, Headliners, Creative AI, Start-up & Investor Village and Impact Arena.","Keynote Speakers: Arsh Arora — Lead, AI & Cyber IR Operations, McKesson; Ashley Scott — Data & AI Product Management Principal, PepsiCo; Christie Mealo — CTO & Chief AI Officer, Medical Knowledge Group; additional 2026 executives and technical leaders are published on the official speaker roster.",Committee: 2026 Ambassador Chapter shaping event themes and speaker direction: Bijit Ghosh — Wells Fargo; Elise Neel — PwC; Jason Harvey — BET+/Paramount Global; Maryam Ashoori — IBM; Nitzan Mekel — eBay; Pooja Chandiramani — Coach; Ryan Hefner — Vanguard; Wayne Filin-Matthews — The Walt Disney Company; Zach Golkhou — JPMorgan Chase.,"Headliners: EY, Nscale. Industry Partners: Glean, IBM. Diamond sponsors include Dell + NVIDIA, Everpure and Incedo. Additional sponsor tiers and exhibitors are published in the official partner directory.",https://knect365.imgix.net/uploads/AI-Summit-New-York-be14e5f6032c1734dcb2f67a320411a5.png?auto=format&amp;fit=max&amp;h=80&amp;dpr=2,https://knect365.imgix.net/uploads/6dfc7028-eb0e-4b73-8cec-48d81aa7b4a9-67c45ca9cd0a745397377606b670a678.jpg?auto=format&amp;fit=max&amp;dpr=2
NeurIPS 2026,2026-12-06,2026-12-13,Sydney / Atlanta / Paris,Australia / United States / France,"Sydney main site: International Convention Centre (ICC Sydney), Exhibition Centre Level 4, Halls 5–7. Satellite events also run in Atlanta and Paris.","Official NeurIPS housing is available through the NeurIPS site. Approved affiliate conference hotels are used; financial-assistance hotel awards cover Sydney 6–13 Dec, Atlanta 9–14 Dec and Paris 8–14 Dec, with additional nights purchasable at conference rates.",Neural Information Processing Systems Foundation,"The 40th Conference on Neural Information Processing Systems, an interdisciplinary machine-learning and AI research conference spanning deep learning, generative AI, computer vision, language models, robotics, reinforcement learning, optimization, AI for science, health and society.",https://neurips.cc/,https://neurips.cc/Conferences/2026,"Main-conference abstract deadline: 4 May 2026; full paper deadline: 6 May 2026. Workshop proposal deadline: 6 June 2026. NeurIPS also publishes separate calls for the Education Track, Creative AI Track, Evaluations & Datasets, workshops and Expo.",2026-05-06,https://neurips.cc/Conferences/2026/CallForPapers,Official registration pricing is category- and location-dependent through the NeurIPS pricing calculator. A guest banquet/reception ticket is US$100. Early-registration deadline is 30 October 2026.,https://neurips.cc/Conferences/2026/Pricing,Sydney: Expo 6 Dec; tutorials 7 Dec; main conference 8–10 Dec; workshops & competitions 11–12 Dec. Atlanta: main conference/tutorials 9–11 Dec; workshops 12–13 Dec. Paris: main conference/tutorials 9–11 Dec; workshops 12–13 Dec.,Not yet announced,"General Chairs: Hsuan-Tien Lin, Razvan Pascanu. Senior Program Chair: Finale Doshi-Velez. Program Chairs: Jenna Wiens, David Rolnick, Nika Haghtalab, Marc Deisenroth. Atlanta Satellite Chairs: Mark Riedl, Irfan Essa. Paris Satellite Chairs include Olivier Cappé, Laetitia Chapel, Rémi Flamary, Pierre Marion, Linus Bleistein and Edwige Cyffers.","Google is an official program partner supporting the NeurIPS 2026 Paper Assistant Tool initiative; named Google sponsors for that initiative include Corinna Cortes, Vahab Mirrokni, Tomas Pfister and Burak Gokturk. The general 2026 sponsor/exhibitor program is also open through NeurIPS.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
2nd Embodied Spatial Reasoning (ESR) Workshop — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 2nd Embodied Spatial Reasoning (ESR) Workshop. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
25th IEEE-RAS International Conference on Humanoid Robots,2026-12-06,2026-12-09,Santa Clara,United States,"Santa Clara, California, United States",Official conference travel/accommodation information is provided through the Humanoids 2026 website.,IEEE Robotics and Automation Society (IEEE-RAS),"IEEE-RAS flagship conference dedicated to humanoid robotics, covering mechanical design, whole-body control, perception, robot learning, embodied AI and real-world deployment.",https://2026.ieee-humanoids.org/,https://2026.ieee-humanoids.org/,Paper submission deadline: 24 Jul 2026 AoE; authors who submitted by the deadline could upload updated manuscripts through 27 Jul 2026. Workshop/tutorial proposal deadline: 3 Aug 2026.,2026-07-24,https://2026.ieee-humanoids.org/call-for-papers,Not yet announced,https://2026.ieee-humanoids.org/,"Single-track oral sessions, interactive poster sessions, workshops/tutorials, industry exhibition and technical networking across humanoid robotics research and applications.",Not yet announced,"General Chairs: Andra Keay and Ross Mead. Program Chairs: Luis Sentis, Serena Ivaldi and Gentiane Venture.","IEEE Robotics and Automation Society; industry exhibition managed with Hall-Erickson, Inc.",https://2026.ieee-humanoids.org/wp-content/uploads/sites/792/logo-ieee.png,https://2026.ieee-humanoids.org/wp-content/uploads/sites/792/hardik-pandya-Ey_0PMz900-unsplash-scaled.jpg
2nd Workshop on Advances in Representation Learning for Earth Observation (REO-2) — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 2nd Workshop on Advances in Representation Learning for Earth Observation (REO-2). It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
AI & Big Data Expo Europe 2026,2026-10-19,2026-10-20,Amsterdam,Netherlands,"RAI Amsterdam, Europaplein 24, 1078 GZ Amsterdam","Official accommodation partner: Eventbeds, providing negotiated event hotel pricing for attendees.",TechEx / AI & Big Data Expo,"European enterprise AI and big-data conference covering generative AI, autonomous/agentic systems, AI governance, enterprise infrastructure, data platforms, analytics and AI development.",https://www.ai-expo.net/,https://www.ai-expo.net/europe/,"This is an industry conference rather than an academic paper venue. Speaker, sponsor and exhibitor applications are accepted through the official Get Involved process.",Not yet announced,https://www.ai-expo.net/europe/get-involved/,"Gold Pass €1,399; Free Pass €0. Current event homepage also advertises a Startup Pass at €699. Group bookings of 5+ can request additional discounts.",https://www.ai-expo.net/europe/tickets/,"Day 1 tracks include AI Leadership, Enterprise AI and AI Builders. Day 2 includes Data & Analytics, Future AI, AI Developer, Physical AI and related TechEx learning/networking activities.","Keynote Speakers: Shruti Sharma — Chief Data & AI Officer, Save the Children UK; Claudio Gienal — Chief Transformation Officer, AXA Europe & Health; Vincent Decugis — Chief Data Officer, BNP Paribas; Murat Akturk — Global Senior Director of Growth, AI & Digital Innovation, GE Healthcare; Ambica Rajagopal — Group Chief Data & AI Officer, Michelin; Philippe Rambach — SVP & Chief Artificial Intelligence Officer, Schneider Electric; Shahin Shahkarami — Global VP of AI & Automation, IKEA; Kevin Redmond — VP Data & AI Platform, IBM.","Committee: Published program/session leadership includes Tor Bøe-Lillegraven, Chief Data Officer at Eneco, chairing the AI Leadership opening session. Conference content is curated by the TechEx / AI & Big Data Expo programming team.","IBM; BMC; Dell + NVIDIA; CrateDB; Fivetran; Noventiq; Ververica; Nextworld; Dust; VeloDB; LILT; Alteryx; plus exhibitors including OutSystems, SAS, Glean, NTT DATA, Parloa, Unitree Robotics, Snowflake, Datadog and others.",https://www.ai-expo.net/wp-content/uploads/2026/05/AXA_Logo.svg_.png,https://www.ai-expo.net/wp-content/uploads/2024/11/AI-TechEx.png
6th International Conference on Artificial Intelligence and Application Technologies,2026-12-11,2026-12-13,Tokyo,Japan,"Hosei University, 2 Chome-17-1 Fujimi, Chiyoda City, Tokyo 102-8160, Japan",Accommodation is arranged independently by attendees. AIAT explicitly warns that neither the conference secretariat nor hotels will solicit reservations or request credit-card details.,AIAT Organizing Committee,"International academic conference covering AI theory and applications, robotics, decision making, intelligent systems, control, data mining and computer applications.",https://www.aiat.org/,https://www.aiat.org/,Full papers and presentation-only abstracts are accepted. Submission deadline: 1 Oct 2026; notification 25 Oct; registration deadline 10 Nov.,2026-10-01,https://www.aiat.org/sub.html,"Early/late: regular author US$620/660; TPC, ACM member or student author US$580/620; invited speaker US$500/540; oral presentation only US$380/420; delegate US$300/330.",https://www.aiat.org/reg.html,"11 Dec registration/material collection. 12 Dec opening ceremony, plenary/keynote speeches, invited speeches, lunch and dinner. 13 Dec technical conference programme continues.",Not yet announced,"General Chairs: Genci Capi, Simon X. Yang. Co-Chair: Chinthaka Premachandra. Program Chairs: Kenji Suzuki, Yau-Zen Chang. Program Co-Chairs: Cheng Siong Lee, Hidetoshi Ikeda, Tianyi Wang. International technical committee includes members from Egypt, USA, Greece, India, Indonesia, Philippines, Malaysia, China, Australia, Taiwan, Thailand and other countries.",Technical co-sponsorship is published on the official AIAT site; accepted papers are published through ACM International Conference Proceedings Series.,https://www.aiat.org/images/logos/ACM.png,https://www.aiat.org/images/slider/slider-bg1.jpg
2nd Workshop on Principles of Generative Modeling (PriGM) — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 2nd Workshop on Principles of Generative Modeling (PriGM). It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
8th Robot Learning Workshop: Is Physical AI Going Zero-Shot? — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 8th Robot Learning Workshop: Is Physical AI Going Zero-Shot?. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
Agentic AI for Biological Discovery: Toward Closed-Loop Life-Science Intelligence — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Agentic AI for Biological Discovery: Toward Closed-Loop Life-Science Intelligence. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
AgenticOS: Co-designing Systems and ML Foundations of an OS Layer for Agentic AI — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on AgenticOS: Co-designing Systems and ML Foundations of an OS Layer for Agentic AI. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
Agentic Systems for Molecular Sciences — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Agentic Systems for Molecular Sciences. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
AI Agents for Biomedical Imaging and Multimodal Clinical Data — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on AI Agents for Biomedical Imaging and Multimodal Clinical Data. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,https://neurips.cc/media/Press/NeurIPS_logo.png
