conference_name,acronym,category,sub_category,start_date,end_date,city,country,format,overview,call_for_papers,cfp_deadline,fees_and_pricing,program_agenda,keynote_speakers,technical_committee,sponsors,venue,accommodation,organizer,website_or_source,record_status,data_quality_notes
Biosensors 2027: 37th Anniversary World Congress on Biosensors,Biosensors 2027,Science & Health,Biosensors,2027-05-18,2027-05-20,Kyoto,Japan,In-person,"Premier global biosensors congress featuring plenary presentations, selected oral talks, poster sessions and two optional summer schools.",Call for papers / abstract submissions published.,2026-11-13,Authors / academic delegates US$685; industry delegates US$785; students US$455; summer schools US$170; multiple-paper fee US$50; conference dinner US$90.,Three-day event with daily plenary presentations followed by parallel refereed paper sessions; selected oral contributions may be extended keynote presentations; two optional summer schools immediately before the Congress.,Amy Shen — Okinawa Institute of Science and Technology Graduate University; Kazunori Ikebukuro — Tokyo University of Agriculture and Technology.,Not yet announced as of 10 Sep 2026,Organised and sponsored by Elsevier / Biosensors & Bioelectronics.,"Kyoto, Japan",Not yet announced as of 10 Sep 2026,Elsevier / Biosensors & Bioelectronics,https://www.elsevier.com/events/conferences/all/anniversary-world-congress-on-biosensors,OFFICIAL VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Black Hat Asia 2027,Black Hat Asia,Cybersecurity,Information Security,2027-02-28,2027-03-03,Singapore,Singapore,In-person,"Black Hat Asia cybersecurity conference with Summits, Trainings and Briefings at Marina Bay Sands.",Call for Briefings opened 4 Sep 2026 and closes 20 Oct 2026 at 23:59 Singapore Time; notifications by 5 Jan 2027. Call for Summit Sessions opened 31 Aug 2026 and closes 12 Oct 2026.,2026-10-20,Not yet announced as of 10 Sep 2026,"Summit: 1 Mar 2027. Briefings: 2–3 Mar 2027. Full event window: 28 Feb–3 Mar 2027, including trainings/summits/briefings.",Not yet announced as of 10 Sep 2026,Black Hat Briefings are independently selected through the Black Hat review process; 2027 Review Board names not yet announced.,Not yet announced as of 10 Sep 2026,"Marina Bay Sands, Singapore",Official 2027 hotel information not yet published.,Black Hat,https://blackhat.com/upcoming.html ; https://blackhat.com/call-for-papers.html ; https://blackhat.com/html/call-for-sessions.html,OFFICIAL VERIFIED,Official Black Hat pages checked.
Black Hat Europe 2026,Black Hat Europe,Cybersecurity,Information Security,2026-12-07,2026-12-10,London,United Kingdom,In-person,Major European cybersecurity conference and training event.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,"Trainings, briefings, Arsenal/tools, expo and networking.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,ExCeL London,Official travel/hotel links on event site.,Black Hat,https://blackhat.com/upcoming.html,Official confirmed,Dates/venue confirmed.
Black Hat India 2026,Black Hat India,Cybersecurity,Information Security,2026-10-27,2026-10-30,Bengaluru,India,In-person,Black Hat cybersecurity event serving the Indian security community.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,"Security trainings, briefings and industry program.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Sheraton Grand, Bengaluru",Not yet announced as of 10 Sep 2026,Black Hat,https://blackhat.com/upcoming.html,Official confirmed,Dates/venue confirmed.
Black Hat Middle East & Africa 2026,Black Hat MEA,Cybersecurity,Information Security,2026-12-01,2026-12-03,Riyadh,Saudi Arabia,In-person,Large regional cybersecurity conference and exhibition.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,"Technical sessions, cybersecurity content, exhibition and networking.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Riyadh Exhibition & Convention Center, Malham",Not yet announced as of 10 Sep 2026,Black Hat MEA,https://blackhat.com/upcoming.html,Official confirmed,Dates/venue confirmed.
Black Hat USA 2027,Black Hat USA,Cybersecurity,Information Security,2027-07-31,2027-08-05,Las Vegas,United States,In-person,"Flagship Black Hat cybersecurity conference in Las Vegas, combining trainings, security research Briefings, Arsenal, Business Hall and community programming.",2027 Call for Briefings dates not yet announced on the official CFP page.,,Not yet announced as of 10 Sep 2026,Event runs 31 Jul–5 Aug 2027; detailed training/briefing/Arsenal schedule not yet announced.,Not yet announced as of 10 Sep 2026,Black Hat Briefings are independently selected by Black Hat's Review Board; 2027 board names not yet announced.,Not yet announced as of 10 Sep 2026,"Mandalay Bay Convention Center, Las Vegas, Nevada, USA",Black Hat is accepting requests for 2027 hotel information; hotel blocks/rates not yet published.,Black Hat,https://blackhat.com/upcoming.html ; https://blackhat.com/call-for-papers.html,OFFICIAL VERIFIED,Official dates/venue confirmed; unpublished fields explicitly marked.
Cell Press Symposia: Advanced Models of Human Biology and Disease,Cell Press Symposium,Health & Science,Organoids / NAMs,2027-04-28,2027-04-30,Bruges,Belgium,In-person,"Symposium on advanced human biology models, organoids and new approach methodologies.",Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Research talks and discussions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Bruges, Belgium",Not yet announced as of 10 Sep 2026,Cell Press,https://www.elsevier.com/events/conferences/all,Discovery verified,Date/city confirmed by Elsevier listing.
"Cell Press Symposia: Biological Function in 3D — Structure, Dynamics, and AI",Biological Function in 3D 2026,Science & Technology,Structural Biology & AI,2026-11-05,2026-11-07,Shenzhen,China,In-person,International conference focused on structural biology & ai.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Shenzhen, China",Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,https://www.elsevier.com/en-au/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Cell Press Symposia: Drugging the Undruggable,Drugging the Undruggable 2027,Health & Science,Drug Discovery,2027-07-12,2027-07-14,Oxford,United Kingdom,In-person,International conference focused on drug discovery.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Oxford, United Kingdom",Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,https://www.elsevier.com/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Cell Press Symposia: Functional RNAs,Functional RNAs 2027,Science & Health,RNA Biology,2027-10-25,2027-10-27,Geneva,Switzerland,In-person,International conference focused on rna biology.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Geneva, Switzerland",Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,https://www.elsevier.com/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Cell Press Symposia: Hallmarks of Aging,Hallmarks of Aging 2026,Health & Science,Aging Biology,2026-10-04,2026-10-06,Seville,Spain,In-person,International conference focused on aging biology.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Seville, Spain",Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,https://www.elsevier.com/en-gb/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Cell Press Symposia: Neuro-immune Axis — Charting the Periphery,Neuro-immune Axis 2027,Health & Science,Neuroimmunology,2027-09-13,2027-09-15,New York,United States,In-person,International conference focused on neuroimmunology.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,In partnership with the Allen Discovery Center for Neuroimmune Interactions and Allen Institute.,"New York, United States",Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,https://www.elsevier.com/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Cell Press Symposia: Neurometabolism in Health and Disease,Cell Press Symposium,Health & Science,Neuroscience / Metabolism,2027-04-26,2027-04-28,Singapore,Singapore,In-person,Symposium on neurometabolism and its roles in health and disease.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Research talks and discussions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Singapore,Not yet announced as of 10 Sep 2026,Cell Press,https://www.elsevier.com/events/conferences/all,Discovery verified,Date/city confirmed by Elsevier listing.
Cell Press Symposia: Next-generation Cell Biology,Cell Press Symposium,Science,Cell Biology / Imaging / AI,2027-05-19,2027-05-21,Beijing,China,In-person,"Symposium on advanced imaging, AI and cellular engineering in next-generation cell biology.",Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Research talks and discussions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,In partnership with Tsinghua University and State Key Laboratory of Membrane Biology; other sponsors pending.,"Beijing, China",Not yet announced as of 10 Sep 2026,Cell Press / partners,https://www.elsevier.com/events/conferences/all,Discovery verified,Date/city confirmed by Elsevier listing.
Cell Symposia: Decoding Cellular Complexity — Single Cell Biology in the Era of AI,Single Cell AI 2026,Science & Technology,Single Cell Biology & AI,2026-12-02,2026-12-04,Munich,Germany,In-person,International conference focused on single cell biology & ai.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,In partnership with Helmholtz Munich.,"Munich, Germany",Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,https://www.elsevier.com/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Cell Symposia: Taking Programmed Cell Death from Mechanisms to Interventions,Cell Death 2026,Health & Science,Cell Death & Therapeutics,2026-10-22,2026-10-24,Hangzhou,China,In-person,International conference focused on cell death & therapeutics.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Hangzhou, China",Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,https://www.elsevier.com/en-gb/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Cervical Spine Research Society Annual Meeting 2027,CSRS 2027,Health & Medicine,Spine Research,2027-12-08,2027-12-11,San Diego,United States,In-person,Annual scientific meeting focused on cervical-spine research and clinical practice.,Abstract/CFP details pending.,,Pricing pending.,Clinical and research presentations.,To be announced.,CSRS program committee.,Sponsors/exhibitors pending.,"San Diego, California",TBD,Cervical Spine Research Society,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,Discovery verified,Dates/city from UIA.
2027 Civil Engineering and Architecture Conference,CEAC 2027,Engineering,Civil Engineering & Architecture,2027-03-12,2027-03-15,Hanoi,Vietnam,In-person,International conference focused on civil engineering & architecture.,Call for papers / abstract submissions published.,2026-10-20,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Hanoi, Vietnam",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
CUGH Annual Conference 2027,CUGH 2027,Health & Education,Global Health,,,TBD,United States,In-person,Consortium of Universities for Global Health annual conference listed for April 2027.,Academic abstracts/CFP expected.,,Pricing pending.,"Global-health research, policy and education sessions.",To be announced.,CUGH scientific/program committee.,Sponsors pending.,"TBD, USA",TBD,Consortium of Universities for Global Health,https://impactconvene.com/conferences/,Discovery index,Month/year/country known; exact venue pending.
CVPR 2027,CVPR 2027,Technology,Computer Vision & AI,2027-06-20,2027-06-25,Seattle,United States,In-person,"IEEE/CVF Computer Vision and Pattern Recognition Conference; premier annual computer-vision event with main conference, co-located workshops and short courses.",Paper registration deadline 10 Nov 2026 AOE; submission deadline 16 Nov 2026 AOE; supplementary material deadline 23 Nov 2026 AOE; final decisions 25 Feb 2027.,2026-11-16,Not yet announced as of 10 Sep 2026,Main technical conference plus co-located workshops and short courses; detailed day-by-day 2027 agenda not yet announced.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Seattle, Washington, USA; specific venue not yet announced on the official 2027 landing page.",Official lodging details not yet announced.,IEEE Computer Society / Computer Vision Foundation (CVF),https://cvpr.thecvf.com/ ; https://cvpr.thecvf.com/Conferences/2027/CallForPapers,OFFICIAL VERIFIED,"Official CVPR 2027 page/CFP checked. 2027 organizers, speakers, sponsor roster and prices are not yet public."
Desalination Science and Technology 2027,DST 2027,Water & Sustainability,Desalination,2027-11-14,2027-11-18,Shanghai,China,In-person,International conference focused on desalination.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Shanghai, China",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,https://www.elsevier.com/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
"Dubai International Conference on Teaching, Education & Learning",Dubai ICTEL 2027,Education,"Teaching, Education & Learning",2027-02-16,2027-02-17,Dubai,United Arab Emirates,In-person,"International conference focused on teaching, education & learning.",Call for papers / abstract submissions published.,2027-02-14,Not yet announced as of 10 Sep 2026,"Keynote and plenary talks, technical sessions, poster presentations, networking and collaborative research activities.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Flora Creek, Deira, Dubai, UAE",Not yet announced as of 10 Sep 2026,Teaching & Education Research Association (TERA),https://www.iconf.com/conference/DubaiInternationalConferenceonTeaching%2CEducation%26Learning_9561,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Ecosperity Week 2027,Ecosperity 2027,Sustainability & Business,Climate / Sustainable Finance,,,Singapore,Singapore,In-person,High-level sustainability and climate/business gathering listed for May 2027.,Curated participation; not primarily academic CFP.,,Pricing/invitation details pending.,"Leadership dialogues, climate/sustainability sessions and networking.",To be announced.,Curated program.,Sponsors/partners pending.,Singapore,TBD,Temasek ecosystem / organizers,https://impactconvene.com/conferences/,Discovery index,Month/year and city confirmed by index.
EDUCAUSE Annual Conference 2026,EDUCAUSE 2026,Education,Higher Education Technology,2026-09-29,2026-10-02,Denver,United States,Hybrid,Large higher-education IT conference for technology leaders and professionals.,Presenter/speaker opportunities offered through EDUCAUSE calls.,,Not yet announced as of 10 Sep 2026,"Higher-ed IT strategy, cybersecurity, infrastructure, digital learning and leadership sessions.",Featured speakers published by EDUCAUSE.,Program committees and EDUCAUSE staff curate content.,Exhibit and sponsor program available.,"Denver, Colorado",Official conference housing/travel options provided.,EDUCAUSE,https://events.educause.edu/annual-conference/2026,Official confirmed,Event format includes Denver + online.
EDUCAUSE Annual Conference 2027,EDUCAUSE 2027,Education,Higher Education Technology,2027-10-18,2027-10-21,Orlando,United States,Hybrid,EDUCAUSE Annual Conference for higher-education IT professionals and technology providers; Orlando in-person event with online participation.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,"Higher-ed IT programming typically spans cybersecurity/privacy, data/analytics, enterprise IT, emerging technology, transformation, leadership, research computing, student experience and teaching/learning. 2027 detailed program not yet announced.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Orlando, Florida, USA; exact convention facility not yet announced in the official 3-year calendar.",Not yet announced as of 10 Sep 2026,EDUCAUSE,https://events.educause.edu/3-year-event-calendar,OFFICIAL VERIFIED,Official 2027 dates/city confirmed; detailed 2027 commercial and program information not yet published.
EduCon London – International Conference on Education,EduCon London 2027,Education,"Teaching, Education & Learning",2027-04-26,2027-04-27,London,United Kingdom,In-person,"International conference focused on teaching, education & learning.",Call for papers / abstract submissions published.,2027-04-24,Not yet announced as of 10 Sep 2026,"Day 1: opening ceremony, keynote address, technical sessions and poster presentations; Day 2: research collaboration and academic discussions.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"The Tomlinson Centre, London, United Kingdom",Not yet announced as of 10 Sep 2026,Teaching & Education Research Association (TERA),https://www.iconf.com/conference/EduConLondon%E2%80%93InternationalConferenceonEducation_9568,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
EduCon Tokyo – International Conference on Education,EduCon Tokyo 2027,Education,"Teaching, Education & Learning",2027-04-13,2027-04-14,Tokyo,Japan,In-person,"International conference focused on teaching, education & learning.",Call for papers / abstract submissions published.,2027-04-11,Not yet announced as of 10 Sep 2026,"Day 1: opening ceremony, keynote address, interactive activities and technical presentations; Day 2: technical sessions and collaborative academic discussions.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"TKP Ichigaya Building, Tokyo, Japan",Not yet announced as of 10 Sep 2026,Teaching & Education Research Association (TERA),https://www.iconf.com/conference/EduConTokyo%E2%80%93InternationalConferenceonEducation_9575,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
EPIDEMICS 11: 11th International Conference on Infectious Disease Dynamics,EPIDEMICS 11,Health & Science,Infectious Disease Dynamics,2027-12-05,2027-12-08,Singapore,Singapore,In-person,International conference focused on infectious disease dynamics.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Singapore Expo, Singapore",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,https://www.elsevier.com/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Food Structure & Functionality Symposium,FSFS 2026,Food & Science,Food Structure & Functionality,2026-10-18,2026-10-21,Grado,Italy,In-person,International conference focused on food structure & functionality.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Palazzo Regionale dei Congressi, Grado, Italy",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,https://www.elsevier.com/en-gb/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Foro Latinoamericano de Inversión de Impacto 2027,FLII 2027,Finance & Social Impact,Impact Investing,,,Mérida,Mexico,In-person,Latin American impact-investing forum listed for February 2027.,Speaker/participation routes pending.,,Pricing pending.,"Impact investment, entrepreneurship and finance programming.",To be announced.,Curated program.,Sponsors pending.,"Mérida, Mexico",TBD,FLII organizers,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
Future Foods Congress 2027,FUTF2027,Food & Sustainability,Future Food Systems,2027-09-27,2027-09-29,Kyoto,Japan,In-person,Conference on shaping future food systems through sustainability and digital innovation.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Kyoto, Japan",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,https://www.elsevier.com/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Global Emergency Nursing Conference 2027,GENC 2027,Health & Medicine,Emergency Nursing,2027-10-21,2027-10-23,Rotterdam,Netherlands,In-person,International conference focused on emergency nursing.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Rotterdam, Netherlands",Not yet announced as of 10 Sep 2026,Elsevier and Emergency Nurses Association (ENA),https://www.elsevier.com/en-gb/events/conferences/all,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
HIMSS Global Health Conference & Exhibition 2027,HIMSS27,Health & Technology,Digital Health,2027-04-05,2027-04-08,Chicago,United States,In-person,Global digital-health and health-information conference and exhibition in Chicago.,"General Education Session proposal deadline was 30 Jun 2026. Proposals are peer reviewed and selected by members of the HIMSS Global Health Education Committee. Accepted-speaker milestones include first draft 9 Nov 2026, final materials 7 Dec 2026 and recordings Feb–Mar 2027.",2026-06-30,Not yet announced as of 10 Sep 2026,"125+ general education sessions across multiple healthcare technology topic categories, plus exhibits and networking. Detailed 2027 schedule not yet announced.",Not yet announced as of 10 Sep 2026,HIMSS Global Health Education Committee (peer-review/selection body); individual 2027 committee member names were not yet published in the official CFP page checked.,Not yet announced as of 10 Sep 2026,"Chicago, Illinois, USA; exact convention venue not yet captured on the official CFP page.",Official housing provider listed by HIMSS: onPeak. Hotel inventory/rates not yet announced for 2027.,HIMSS,https://www.himss.org/call-for-proposals,OFFICIAL VERIFIED,Official HIMSS27 CFP checked.
Humanitarian Networks and Partnerships Weeks 2027,HNPW 2027,Humanitarian,Humanitarian Coordination,,,Geneva,Switzerland,Hybrid / in-person expected,Humanitarian networks and partnerships event listed for April 2027.,Session proposals/participation managed by HNPW organizers.,,Pricing/access details pending.,"Workshops, technical sessions and coordination meetings.",To be announced.,Humanitarian network/program committees.,Partners/sponsors pending.,"Geneva, Switzerland",TBD,HNPW / humanitarian partners,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
2027 IAA Conference / IAA MOBILITY,IAA MOBILITY,Automotive & Mobility,Mobility technology,2027-09-07,2027-09-10,Munich,Germany,In-person,"IAA Conference is the B2B decision-maker conference within IAA Summit, focused on mobility, technology, sustainability, resilience and smart infrastructure, with around 500 speakers expected across multiple stages and forums.",Speaker applications are open through the official IAA Conference application route; this is a curated industry speaking process rather than an academic CFP.,Not yet announced as of 10 Sep 2026,"Professional visitor ticket pricing will be published in early 2027. Conference sponsorship example from the official 2027 brochure: Blue Forum full-day sponsorship €124,000 net on Tuesday or €115,000 net on Wednesday; exhibitors receive 10% discount on that package.","IAA Conference runs 7–10 Sep 2027 within the IAA Summit, 9:00 AM–6:00 PM (subject to change), with stages/forums covering automotive, cycling/micromobility, public transport, integrated mobility, autonomous driving/ADAS, GenAI, software-defined vehicles, robotics, connected vehicles, semiconductors, batteries, hydrogen, cybersecurity and more.",Not yet announced as of 10 Sep 2026,Curated by IAA/VDA and Messe München conference teams; named 2027 technical/program committee not publicly listed.,"Confirmed 2027 participating major brands include Amazon Web Services, AUDI, BMW, Bosch, Google, Mercedes-Benz, Porsche, Riese & Müller and Volkswagen. 2025 conference sponsors shown on the 2027 conference page include SAP and Capgemini; 2027 conference-specific sponsor roster not yet announced.","Trade Fair Center Messe München, Munich, Germany",Not yet announced as of 10 Sep 2026,VDA / IAA MOBILITY / Messe München,https://www.iaa-mobility.com/en/visitors/iaa-formats-2027/iaa-conference ; https://www.iaa-mobility.com/en/press/press-releases/iaa-mobility-2027-registration-now-open,OFFICIAL VERIFIED,Official IAA sources checked; distinction retained between confirmed exhibitors/participants and conference-specific sponsors.
ICLR 2027,ICLR 2027,Technology,Machine Learning,2027,,,,In-person / details pending,"15th International Conference on Learning Representations, covering machine learning including representation learning, reinforcement learning, optimization and applications.",Abstract deadline 18 Sep 2026 11:59 PM AOE; paper deadline 25 Sep 2026 11:59 PM AOE; reviews released 5 Nov 2026; final decisions 16 Dec 2026. Workshop applications opened 8 Sep 2026 and close 9 Oct 2026.,2026-09-25,2027 pricing page is live but numeric attendee rates are not yet populated; registration is currently closed.,"Main paper program, invited talks, posters and workshops. Detailed schedule not yet announced.",Not yet announced as of 10 Sep 2026,Workshop Co-Chairs: Nezihe Merve Gürel (TU Delft); Yuanqi Du (Microsoft Research); Chulin Xie (Google DeepMind); Antonio Vergari (University of Edinburgh). Program Chairs are referenced by the official CFP but individual names were not exposed in the page extract checked.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Official 2027 sponsor/exhibitor housing process exists; conference attendee hotel block details not yet announced.,International Conference on Learning Representations (ICLR),https://www.iclr.cc/Conferences/2027/CallForPapers ; https://iclr.cc/Conferences/2027/CallForWorkshops ; https://www.iclr.cc/Conferences/2027/Pricing,OFFICIAL VERIFIED,"Official ICLR 2027 sources checked; numeric pricing, venue, sponsors and invited speakers not yet public."
2027 IEEE 3rd International Conference on Power and Integrated Energy Systems,ICPIES 2027,Energy & Engineering,Power & Integrated Energy Systems,2027-04-16,2027-04-18,Shenzhen,China,In-person,International conference focused on power & integrated energy systems.,Call for papers / abstract submissions published.,2026-12-20,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Shenzhen, China",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/conference?tags=Energy+and+Resources,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2026 IEEE 6th International Conference on Software Engineering and Artificial Intelligence,SEAI 2026,Technology,Software Engineering & AI,2026-06-19,2026-06-21,Fuzhou,China,In-person,International conference focused on software engineering & ai.,Call for papers / abstract submissions published.,2026-01-20,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Fuzhou, China",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/conference?tags=Computer+Science+and+Technologies,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 IEEE International Conference on Artificial Intelligence and Generated Content,AIGC 2027,Technology,Artificial Intelligence / Generative AI,2027-08-14,2027-08-16,Melaka,Malaysia,In-person,IEEE-branded conference on artificial intelligence and generated content.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Technical paper sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Melaka, Malaysia",Not yet announced as of 10 Sep 2026,IEEE / conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf; official IEEE page should be used for final enrichment.
